,Unnamed: 0,Unnamed: 0.1,_merge,anios_de_experiencia,cambio_de_residencia,cantidad_de_vacantes,date,departamento,descripcion,disponibilidad_viajes,edad,educacion_minima,empresa,fecha_online,idiomas,jornada,licencia_conducir,localidad,puesto,rama_de_actividad,salario,sexo,tamanio_empresa,tipo_de_contrato,url_oferta
759,759,759.0,,, No,,2/17/2020,,"Institucion Financiera busca talento para laborar como Ejecutivo para Venta de tarjeta de creditoObten ingresos de hasta $16,914.00 brutos mensualesREQUISITOS	Bachillerato trunco o concluido	Experiencia de 4 a 6 meses en el area de Ventas y/o PortabilidadHABILIDADES Y COMPETENCIASAlta tolerancia a la frustracion, trabajo bajo presion, buen manejo de la computadora y Paqueteria Office BasicoOFRECEMOS	SUELDO BASE: $4,914 brutos	Al 6to mes incremento de salario	BONO: Desde $8,000 brutos a $12,000 brutos  o mas	Capacitacion 100% pagada	Prestaciones de Ley + Seguro de VidaSERVICIOS	Estacionamiento Gratuito	Subsidio de comedor	Area de Snacks	Sala de LactanciaHORARIO	Lunes a Sabado de 15:00 pm - 21:00 pm hrs, 	Medio tiempo 6hrs	Domingo dia de descansoACTIVIDADES	Realizar llamadas a clientes del banco para colocar tarjetas de credito preautorizadas, asi como seguros 	Adicional se puede vender: Seguros o Tarjetas adicionales.ZONA: Av. 5 de febrero, Zona Industrial Benito Juarez Queretaro   P O S T U L A T E    P O R    E S T E    M E D I O  !En atencion con: Lic. Citlali CamachoTel: 4744 8050 Ext: 4008", No, A partir de 20 anos, Educacion media superior -Bachillerato General,Laborika,12 febrero,,Contrato por tiempo indeterminado,,Querétaro,Ejecutivo de cuenta Jr con experiencia en  - Administración de promotoria en autoservicio,RRHH / Personal,"$ 16.500,00 (Mensual)",,51-200 trabajadores,Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-para-venta-de-tdc-en-queretaro-374EFE83D2A20A5761373E686DCF3405
760,760,760.0,,, No,,2/17/2020,,"Empresa con mas de 10 anos en el mercado buscando la buena alimentacion y promover el espiritu mexicano en su obrar culinario, llamada ""100 Fresco y Mexicano / Mexicano al 100""Solicita:Personal de 35 - 65 anosPuesto:Ayudante general (Actividades: Preparacion de alimentos, bebidas, caja, atencion a clientes).Jornada laboral:L-D con descanso entre semana.Horario:9am -5pm y 12pm-8pm.Escolaridad: Secundaria.Estabilidad laboral.Zona para laborar:Dentro de Plaza PERISURSueldo al mes $4500 y en vales son $500 al mes+ Prestaciones de Ley.+ Capacitacion pagada.+ Uniformes.+ Comedor.+Crecimiento laboralAviso: Te recordamos que Human Access no solicita ningun tipo de remuneracion economica a candidatos para nuestros procesos de reclutamiento, seleccion, evaluacion y/o contratacion.", No, entre 26 y 65 anos, Educacion secundaria,Human Access,13 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Promotora vendedor - Experiencia en ventas y Atención al cliente,RRHH / Personal,"$ 4.500,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-cocina-de-26-a-65-anos-plaza-perisur-en-coyoacan-C9035E3B3C3E1A0361373E686DCF3405
761,761,761.0,,, No,,2/17/2020,,"Digiseg System S.A. de C.V.Somos una empresa con 19 anos en el mercado.Te invitamos a unirte a nuestro equipo VERACRUZ.FUNCIONES: Facturacion, Corte diario, Exhibicion de Productos, Control de Pagos, Control de Inventarios.OFRECEMOS:Prestaciones de Ley, Sueldo base $6,000.00 mas bono de $2000.00, Oportunidad de crecimiento y Buen ambiente laboral.", No, entre 25 y 40 anos, Educacion media superior -Bachillerato General,Digiseg system sa de cv,"Hoy, 11:53 a. m.",,Contrato por tiempo indeterminado,,Veracruz,Socio Asesor MAZ - Acatzingo,Servicios Profesionales,,,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-cajerao--administrativo-en-veracruz-428D77D0701D2D0561373E686DCF3405
762,762,762.0,,1.0, No,,2/17/2020,,"Prestigiada Aseguradora de Autos, solicita Urgentemente!!Analista de CobranzaRequisitos:  Licenciatura en areas economico-administrativas o ingenieriasConocimiento y experiencia, minima de 2 anos en: Recuperacion de Cartera Recuperacion de Cheques devueltos  Pagos interbancarios no identificados y aplicacion de los mismos  Tramite de las devoluciones de primas correspondientes Competencias:Atencion al cliente Actitud de servicio Capacidad de aprendizajeOfrecemos:  Sueldo de $9,000 a $10,00 Prestaciones de Ley Excelente ambiente laboral Opcion a Planta Prestaciones Superiores a la Ley al obtener la planta Interesados mandar CV al correo anexo con el nombre de la vacante en asunto, ocomunicate al 55350486 o al 55359215 ext 106con la Lic. Fabiola Diaz o via whats aap al 55 59 17 82 56", No,, Educacion superior - Licenciatura,Servi Temporal S.A. DE C.V.,13 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,"Gerente de Ventas - Hotel City Express Delicias, Apertura!",RRHH / Personal,"$ 10.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-cobranza-con-experiencia-en-seguros-polanco--en-miguel-hidalgo-BFC7862A9DA4683D61373E686DCF3405
763,763,763.0,,, No,,2/17/2020,,"CONTRATACION INMEDIATA!!!Necesitamos: -Experiencia en ventas.-Experiencia en TelefoniaOfrecemos:Se te asigna la sucursal que mas se acerque a tu domicilio.-$1,400 semanales libres + comisiones NO topadas semanales + prestaciones de ley. -Prestaciones Superiores-Horario: 11:00 a 20:00 -Descansando entre semana-Capacitacion pagada y uniforme gratuito.Funciones:-Promocion de marca-Venta de planes-Capacitacion y uniforme pagados al 100% Lic. Brenda Ramirez Reclutamiento y Seleccion Si estas interesado/a postulate por este medio, asegurate de tener tus datos actualizados o al telefono de contacto.", No, entre 20 y 45 anos, Educacion media superior -Bachillerato General,Grupo Nach,12 febrero,,Contrato por tiempo indeterminado,,Sonora,Promotor de credito en moto - Tlaxcoapan,RRHH / Personal,"$ 7.000,00 (Mensual)",,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-promotora-de-telefonia-celular-centro-puerto-penasco-en-puerto-penasco-1ACF96F62C87269061373E686DCF3405
764,764,764.0,,1.0, No,,2/17/2020,,"CuBits Fabrica de Sistemas es una compania dedicada a proveer soluciones a procesos de logistica, administrativo por medio del empleo de Tecnologias de la Informacion. A traves del desarrollo, diseno, innovacion y utilizacion de nuevas tecnologias creamos sistemas web y aplicaciones moviles para satisfacer las necesidades de nuestros clientes al generar las mejores soluciones tecnologicas.Descripcion del puesto:Buscamos un Programador Java Web con conocimientos en desarrollo Java J2EE y calificados que cubran el siguiente perfil.  Trabajo en equipo, excelente comunicacion y liderazgo.Conocimientos en:Buenas bases en lenguajes para WebManejo de Java J2EE, Hibernate, Spring MVCMySQL y general bases de datosBuenas bases de Javascript Buenas bases en HTML y CSS3.Buenas bases de programacion y metodologias (POO, MVC, etc)  Se Valora:Frameworks de desarrollo afines (GRAILS, Bootstrap, Backbone, Angular)Conocimientos generales en varios OSPerfil:Formacion en sistemas.Proactivo.Trabajo en equipo.Residencia Mexico, D.F.Cercania de domicilio (La Joya, Tlalpan) (favorable)Ingles hablado y escrito fluido (favorable)Disponibilidad para laborar tiempo completo o medio tiempo", No, entre 18 y 40 anos, Educacion media superior -Bachillerato General,CuBits Fábrica de Sistema,14 febrero," Ingles ,Espanol ",Contrato por tiempo indeterminado,,Ciudad de México DF,Valuador de Oro - San Jeronimo Caleras,Informática / Software,,,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-java-jr-en-tlalpan-B3AC30A9FD25A8F861373E686DCF3405
765,765,765.0,,1.0, No,,2/17/2020,,"Es el responsable de la produccion de todos los productos establecidos en el Menu,asegura la ejecucion de los procesos de recibo de insumos, limpieza de pollo,marinado, empanizado, freido, produccion de hamburguesas, tortas, tacos,ensaladas, bisquets, complementos, de acuerdo al nivel de la venta tiene a su cargoal freidor y un ayudante de cocina.CaracteristicasGenero: IndistintoEdad: de 24 a 40 anosEstado Civil: IndistintoEscolaridad: BachilleratoExperiencia: Cuando menos un ano, gusto por servir, manejo de personal,administracion inventarios, trabajo por objetivos, gusto por las ventas. Manejo dePC", No, entre 24 y 50 anos, Educacion media superior -Bachillerato General,Corporacion El Asturiano S.A. De C.V.,"Hoy, 04:00 a. m."," Espanol , ",Contrato por tiempo indeterminado,,Querétaro,empleada de mostrador,Venta al consumidor,"$ 10.000,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-gerentes-y-ayudantes-de-cocina--giro-alimentoskrunch-cues-qro-en-el-marques-4A8244AC736ABC4561373E686DCF3405
766,766,766.0,,1.0, No,,2/17/2020,,"Grupo Modelo es lider en la elaboracion, distribucion y venta de cerveza en Mexico   Nos enorgullece ser una empresa que ha traspasado fronteras con sus productos. Todo esto gracias a las 30,969 personas que colaboran en esta gran compania.  Hoy forma parte de AB-InBev, la compania cervecera mas grande del mundo.  Te invitamos a participar en la vacante de: Requisitos:Escolaridad: Preparatoria concluidaAnos y area de experiencia: 1 ano de experiencia en manejo de montacargas (Sentado/Parado) en areas operativas y almacenes.Conocimientos tecnicos: Manejo de montacargas y licencia DC3 vigente.Horario: rotativoProposito del puestoEjecutar los procedimientos de manejo de carga de una forma segura y efectiva conforme a los lineamientos senalados por el supervisor de almacenes, manteniendo la comunicacion constante con este, Cumplir con los acuerdos de servicio establecidos con T1, T2 y vacio, con el fin de dar seguimiento a los KPIs de productividad, Elaborar el checklist de mantenimiento para asegurar la conservacion del montacargas a traves del uso correcto de este y del reporte de cualquier anomalia del equipo. Grupo Modelo no cobra por participar en sus procesos de reclutamiento, evaluacion, seleccion y contratacion de personal.", No,, Educacion media superior -Bachillerato General,Grupo Modelo,10 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Líder para financiera en Calkini - Que maneje motocicleta estandar,Venta al consumidor,,,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-montacarguista-xochimilco-en-xochimilco-DF05A671E432D56C61373E686DCF3405
767,767,767.0,,1.0, No,,2/17/2020,,"Empresa lider en Agencia Aduanal te invita a formar parte de su equipo de trabajo ocupando el puesto de:AUXILIAR CONTABLE Y DE FACTURACIONRequisitos:Mayor de 23 anos en adelanteEscolaridad: Contador Privado, T.S.U. en Contabilidad, Licenciatura trunca o pasante en ContabilidadExperiencia minima de 1 ano en puesto similarExperiencia y conocimientos en:- Manejo de Programas contables y de facturacion- Elaboracion DIOT- Calculo del 2.5% sobre nomina- Elaboracion de IVA para calculo de Impuestos FederalesOfrecemos:Sueldo semanal Trabajo de lunes a viernesPrestaciones de LeyEstabilidad laboral Contrato por tiempo indeterminadoInteresados enviar CV actualizado al mail contacto o postularse por este medio", No, entre 23 y 50 anos, Educacion superior - Licenciatura,AGENCIA ADUANAL LOPEZ CASTRO,13 febrero,,Contrato por tiempo indeterminado,,Yucatán,Practicante Area de Recursos Humanos - Contar con Seguro Facultativo,Servicios Profesionales,,,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-y-de-facturacion-lic-en-contabilidad--en-merida-C1A2A8D8EAFA178C61373E686DCF3405
768,768,768.0,,2.0, No,,2/17/2020,,"VIVE LA MEJOR EXPERIENCIA EN NUESTRO RESTAURANTE THE CHEESECAKE FACTORY *PARQUE DELTA*Estamos contratando GERENTE DE COCINA / CHEF para:* CENTRO COMERCIAL PARQUE DELTA - BENITO JUAREZ CDMX *REQUISITOS:Escolaridad: Licenciatura terminada o trunca (minimo cuarto semestre) o carrera tecnica en administracion, turismo, gastronomia o afin.Experiencia: Minimo 2 anos como gerente de cocina, culinario o chef en restaurante de comida casual.Conocimientos: Control de costos, PEPS, manejo de inventarios y mermas, manejo de proveedores, manejo y desarrollo de equipos de trabajo (minimo 10 personas), manejo higienico de alimentos o distintivo H, supervision y seguimiento de procesos y recetas, orientacion a resultados, administracion de recursos materiales y humanos.OFRECEMOS:- Sueldo base competitivo- Bonos mensuales por ventas- Prestaciones de ley- Seguro de vida- Descuentos en Grupo ALSEA- Capacitacion constante- Crecimiento y plan de carreraOBSERVACIONES:- Disponibilidad de horario- Descanso entre semana- Tiempo de traslado de 45 a 60 minutos a la zona de trabajoINTERESADOS QUE CUBRAN EL PERFIL, POSTULARSE A TRAVES DE ESTE MEDIO.", No, entre 24 y 50 anos, Educacion superior - Licenciatura,Alsea,11 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Ejecutivo de ventas y atención al cliente - Ventas y atención al cliente,Hostelería / Turismo,"$ 18.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-chef-gerente-de-cocina-en-restaurante-casual-parque-delta-cdmx-en-benito-juarez-EE46FA65030F4DBB61373E686DCF3405
769,769,769.0,,2.0, No,,2/17/2020,,"Estamos en proceso de expandir  nuestra fuerza de ventas en Guadalajara, buscamos hombres y mujeres para que se unan a nosotros que cuenten con los siguientes perfiles : Caracter e integridad,  Agilidad Mental, Orientacion hacia el logro, Motivado por el dinero,Perseverancia, Alto nivel de energia.Tareas: Descubrir necesidades Financieras y de Proteccion de sus clientes, Analizar, implementar y desarrollar soluciones apropiadas a cada cliente.BENEFICIOS : Creas tu propia empresa, trabajas mientras recibes una preparacion profesional, Obtienes ingresos  necesarios para lograr un nivel de vida de acuerdo a tus aspiraciones , Recibes un programa de capacitacion muy completo y continuo, Combinas tus metas personales y familiares con tus metas profesionales.", No, entre 28 y 55 anos, Educacion media superior -Bachillerato General,Salazar Gómez y Asociados,14 febrero, Espanol ,Otro tipo de contrato,,Jalisco,Motociclista - Cobrador Plaza del Sol,Servicios Profesionales,,,11-50 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-financiero-en-guadalajara-038D24AA33FE489761373E686DCF3405
770,770,770.0,,, No,,2/17/2020,,"Buscas la oportunidad de desarrollarte en una empresa de renombre ?Entonces esta es tu oportunidadREQUISITOS:1) Secundaria terminada2) 18 anos en adelante3) Facilidad de palabra, experiencia en ventas a detalle, mostrador, venta directa.BENEFICIOS:1)Contratacion inmediata 2) Oportunidad de pertenecer a una de las empresas mas grandes de mexico3) Atractivo Salario base 4) Variable de comisiones5) EXCELENTES Comisiones de venta A DEMAS DE VALES DE DESPENSA  6) Oportunidad de desarrollo 7) Tarjeta de descuentos corporativa con beneficios para ti y tu familia EN CINES, SERVICIOS MEDICOS, PARQUES DE DIVERSIONES, RESTAURANTES ,ETC 8) Seguro de vida $100,000 , seguro de gastos medicos menores por $15,000 anuales, Seguro de gastos funerarios 9) Excelente ambiente laboral", No, A partir de 25 anos, Educacion media superior -Bachillerato General,GIN. Grupo Integracional de Negocios,13 febrero,,Contrato por tiempo indeterminado,,Jalisco,Valuador - Tehuacan,RRHH / Personal,"$ 6.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-de-mostrador-6000-base-tlaquepaque-gdl-en-guadalajara-E0CF19B5151EB12061373E686DCF3405
771,771,771.0,,, No,,2/17/2020,,-Bienvenida a los invitados.-Contar con buena actitud -Facilidad de palabra-Amable-Trabajo en equipo-Trabajo bajo presion-Disponibilidad para rotar turnos-Para restaurante en plaza altabrisa, No, entre 18 y 45 anos, Educacion media superior -Bachillerato General,Manpower,11 febrero,,Contrato por tiempo indeterminado,,Yucatán,Ejecutivo Comercial  - Foráneo ,RRHH / Personal,"$ 4.600,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-hostess-en-merida-70066E1CA61C937661373E686DCF3405
772,772,772.0,,, No,,2/17/2020,,"TELCELSolicita por crecimiento ""PROMOTOR DE PORTABILIDAD TELCEL""Actividades:-Dar promociones y cambio de compania telefonica-No se requiere experiencia-Capacitacion Pagada-Horario de lunes a sabado de 10:00 am a 6:00 pmOfrecemos:- Ingreso semanal desde $1,700 pesos-Bono mensual de $2,000 pesos- Prestaciones de ley desde primer dia (IMSS, INFONAVIT, FONACOT, utilidades, doble aguinaldo, vacaciones, Guarderia del IMSS para madres solteras)- Desarrollo profesional- Buen ambiente de trabajoInformes Whatsapp 55-35-76-62-65", No, entre 18 y 55 anos, Educacion secundaria,CONSULTORIA IDEAL,12 febrero,,Contrato por tiempo indeterminado,,Estado de México,Asociado de Protección de Activos - Home Depot Cancún,RRHH / Personal,"$ 6.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-chimalhuacan-en-chimalhuacan-E43AB6B12B9511CD61373E686DCF3405
